size,dataset,model,best_mae,training_time,lr,lr_min,weight_decay,date,config
small,traffic_signals,geojepa_t_jan12_150e-T-LIN,2.9180872440338135,0m 47s,,,,2025-01-12,remote-logs/logs/pytorch/2025-01-12/traffic_signals/geojepa_t_jan12_150e/geojepa_t_jan12_150e_linr/hydra/config.yaml
small,traffic_signals,(M) geojepa_t_300e_jan13-T-MLP,2.929488182067871,0m 38s,,,,2025-01-27,remote-logs/logs/pytorch/2025-01-27/traffic_signals/geojepa_t_300e_jan13_masked_traffic_signals/geojepa_t_300e_jan13_masked_traffic_signals_mlpr/hydra/config.yaml
small,traffic_signals,ScaleMAE-MLP,2.938328266143799,1m 1s,,,,2025-01-10,remote-logs/logs/pytorch/2025-01-10/traffic_signals/scalemae/scalemae_mlpr/hydra/config.yaml
small,traffic_signals,TagformerLMAE-LIN,2.973129987716675,0m 33s,,,,2025-01-20,remote-logs/logs/pytorch/2025-01-20/traffic_signals/tagformer_lmae_100e/tagformer_lmae_100e_linr/hydra/config.yaml
small,traffic_signals,geojepa_gt_300e-GT-LIN,2.9764819145202637,0m 38s,,,,2025-01-21,remote-logs/logs/pytorch/2025-01-21/traffic_signals/geojepa_gt_300e/geojepa_gt_300e_linr/hydra/config.yaml
small,traffic_signals,GPT-4o,3.002680965147453,,,,,2025-01-08,remote-logs/eval_gpt/gpt_small/4o/traffic_signals/hydra/config.yaml
small,traffic_signals,geojepa_t_e2-T-LIN,3.028181791305542,0m 48s,,,,2025-01-21,remote-logs/logs/pytorch/2025-01-21/traffic_signals/geojepa_t_e2/geojepa_t_e2_linr/hydra/config.yaml
small,traffic_signals,ViT-B/16-MLP,3.1218881607055664,0m 58s,,,,2025-01-10,remote-logs/logs/pytorch/2025-01-10/traffic_signals/vitb16/vitb16_mlpr/hydra/config.yaml
small,traffic_signals,AG-4M-900s,3.1505863666534424,15m 24s,,,,2025-01-09,remote-logs/ag-logs/eval/2025-01-09/traffic_signals/medium-900s/hydra/config.yaml
small,traffic_signals,ViT-B/16-LIN,3.1540400981903076,0m 55s,,,,2025-01-10,remote-logs/logs/pytorch/2025-01-10/traffic_signals/vitb16/vitb16_linr/hydra/config.yaml
small,traffic_signals,ScaleMAE-LIN,3.2010436058044434,0m 59s,,,,2025-01-10,remote-logs/logs/pytorch/2025-01-10/traffic_signals/scalemae/scalemae_linr/hydra/config.yaml
small,traffic_signals,GPT-4o-mini,3.25201072386059,,,,,2025-01-08,remote-logs/eval_gpt/gpt_small/4o-mini/traffic_signals/hydra/config.yaml
small,traffic_signals,AG-4M-600s,3.338987350463867,10m 26s,,,,2025-01-09,remote-logs/ag-logs/eval/2025-01-09/traffic_signals/medium-600s/hydra/config.yaml
small,traffic_signals,(M) TagPool-LIN,3.3758485317230225,1m 1s,,,,2025-01-14,remote-logs/logs/pytorch/2025-01-14/traffic_signals/entity_tag_avg_masked_traffic_signals/entity_tag_avg_masked_traffic_signals_linr/hydra/config.yaml
small,traffic_signals,(M) geojepa_t_e1-T-LIN,3.6296744346618652,0m 48s,,,,2025-01-27,remote-logs/logs/pytorch/2025-01-27/traffic_signals/geojepa_t_e1_masked_traffic_signals/geojepa_t_e1_masked_traffic_signals_linr/hydra/config.yaml
small,traffic_signals,(M) geojepa_t_300e_jan13-T-LIN,3.654865026473999,0m 34s,,,,2025-01-27,remote-logs/logs/pytorch/2025-01-27/traffic_signals/geojepa_t_300e_jan13_masked_traffic_signals/geojepa_t_300e_jan13_masked_traffic_signals_linr/hydra/config.yaml
small,traffic_signals,cheat_tagformer_ae-MLP,3.9239020347595215,0m 21s,,,,2025-01-15,remote-logs/logs/pytorch/2025-01-15/traffic_signals/tagformer_ae/tagformer_ae_mlpr/hydra/config.yaml
small,traffic_signals,EfficientNet-MLP,3.92392635345459,1m 6s,,,,2025-01-10,remote-logs/logs/pytorch/2025-01-10/traffic_signals/efficientnet/efficientnet_mlpr/hydra/config.yaml
small,traffic_signals,ResNet-MLP,3.9239501953125,1m 12s,,,,2025-01-10,remote-logs/logs/pytorch/2025-01-10/traffic_signals/resnet/resnet_mlpr/hydra/config.yaml
small,traffic_signals,EfficientNet-LIN,3.9243876934051514,1m 3s,,,,2025-01-10,remote-logs/logs/pytorch/2025-01-10/traffic_signals/efficientnet/efficientnet_linr/hydra/config.yaml
small,traffic_signals,ResNet-LIN,3.924422025680542,1m 9s,,,,2025-01-10,remote-logs/logs/pytorch/2025-01-10/traffic_signals/resnet/resnet_linr/hydra/config.yaml
small,traffic_signals,cheat_tagformer_ae-LIN,3.9245071411132812,0m 47s,,,,2025-01-15,remote-logs/logs/pytorch/2025-01-15/traffic_signals/tagformer_ae/tagformer_ae_linr/hydra/config.yaml
small,traffic_signals,Dummy,4.78,,,,,2025-01-12,remote-logs/baselines/traffic_signals/hydra/config.yaml
tiny,bridge,geojepa_gti_dec30-GTI-LIN,0.15625,2m 4s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/bridge/geojepa_gti_dec30/geojepa_gti_dec30_linc/hydra/config.yaml
tiny,bridge,ScaleMAE-LIN,0.21875,2m 58s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/bridge/scalemae/scalemae_linc/hydra/config.yaml
tiny,bridge,TagAE-LIN,0.25,1m 52s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/bridge/tag_ae_dec_28/tag_ae_dec_28_linc/hydra/config.yaml
tiny,bridge,geojepa_t_jan06-T-LIN,0.25,2m 20s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/bridge/geojepa_t_jan06/geojepa_t_jan06_linc/hydra/config.yaml
tiny,bridge,-T-MLP,0.25,0m 16s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/bridge/geojepa_t_jan04_avgmax/geojepa_t_jan04_avgmax/_mlpc/hydra/config.yaml
tiny,bridge,-TI-LIN,0.25,1m 15s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/bridge/geojepa_ti_jan06/geojepa_ti_jan06/_linc/hydra/config.yaml
tiny,bridge,ScaleMAE-MLP,0.28125,3m 2s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/bridge/scalemae/scalemae_mlpc/hydra/config.yaml
tiny,bridge,-T-LIN,0.28125,0m 42s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/bridge/geojepa_t_jan04_avgmax/geojepa_t_jan04_avgmax/_linc/hydra/config.yaml
tiny,bridge,ViT-B/16-LIN,0.28125,0m 29s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/bridge/vitb16/vitb16_linc/hydra/config.yaml
tiny,bridge,ViT-B/16-MLP,0.28125,0m 14s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/bridge/vitb16/vitb16_mlpc/hydra/config.yaml
tiny,bridge,geojepa_ti_jan06-TI-LIN,0.28125,2m 14s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/bridge/geojepa_ti_jan06/geojepa_ti_jan06_linc/hydra/config.yaml
tiny,bridge,geojepa_gti_dec30-GTI-MLP,0.3125,0m 41s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/bridge/geojepa_gti_dec30/geojepa_gti_dec30_mlpc/hydra/config.yaml
tiny,bridge,geojepa_ti_jan06-TI-MLP,0.3125,2m 6s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/bridge/geojepa_ti_jan06/geojepa_ti_jan06_mlpc/hydra/config.yaml
tiny,bridge,ViT-B/16,0.33712759613990784,2m 33s,0.0021251467576750933,6.10952526173518e-05,0.0017870385642347753,2025-01-03,remote-logs/logs/train/2025-01-03/12-49-13_lr_opt_embedding_lookup/1_embedding_lookup_bridge_cheat/hydra/config.yaml
tiny,bridge,TagAE-MLP,0.34375,1m 30s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/bridge/tag_ae_dec_28/tag_ae_dec_28_mlpc/hydra/config.yaml
tiny,bridge,geojepa_t_jan04-T-MLP,0.375,0m 24s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/bridge/geojepa_t_jan04/geojepa_t_jan04_mlpc/hydra/config.yaml
tiny,bridge,geojepa_t_jan06-T-MLP,0.375,2m 24s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/bridge/geojepa_t_jan06/geojepa_t_jan06_mlpc/hydra/config.yaml
tiny,bridge,-TI-MLP,0.375,0m 42s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/bridge/geojepa_ti_jan06/geojepa_ti_jan06/_mlpc/hydra/config.yaml
tiny,bridge,geojepa_t_jan04-T-LIN,0.40625,1m 38s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/bridge/geojepa_t_jan04/geojepa_t_jan04_linc/hydra/config.yaml
tiny,building_count,Tagformer-P,0.947479248046875,11m 5s,0.001225547280836124,1.724342929754552e-05,8.096477791275981e-05,2025-01-06,remote-logs/logs/train/2025-01-06/18-50-50_tagformer_lr_opt_tagformer/4_tagformer_building_count_cheat/hydra/config.yaml
tiny,building_count,Tagformer-S,1.800323486328125,17m 32s,0.001225547280836124,1.724342929754552e-05,8.096477791275981e-05,2025-01-06,remote-logs/logs/train/2025-01-06/14-23-50_tagformer_lr_opt_tagformer/4_tagformer_building_count_cheat/hydra/config.yaml
tiny,building_count,Tagformer-SP,2.47833251953125,12m 32s,0.0009549131424258037,3.2951277968201005e-05,0.0026586792836830004,2025-01-06,remote-logs/logs/train/2025-01-06/16-11-57_tagformer_lr_opt_tagformer/5_tagformer_building_count_cheat/hydra/config.yaml
tiny,building_count,TagAE-MLP,3.67169451713562,2m 41s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/building_count/tag_ae_dec_28/tag_ae_dec_28_mlpr/hydra/config.yaml
tiny,building_count,Tagformer,5.5588531494140625,10m 18s,0.007815310443307435,2.933579918429705e-05,0.0011815678086390805,2025-01-06,remote-logs/logs/train/2025-01-06/17-15-38_tagformer_lr_opt_tagformer/9_tagformer_building_count_cheat/hydra/config.yaml
tiny,building_count,-TI-MLP,6.22879695892334,2m 35s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/building_count/geojepa_ti_jan06/geojepa_ti_jan06/_mlpr/hydra/config.yaml
tiny,building_count,geojepa_ti_jan06-TI-MLP,6.373205661773682,2m 49s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/building_count/geojepa_ti_jan06/geojepa_ti_jan06_mlpr/hydra/config.yaml
tiny,building_count,geojepa_t_jan04-T-MLP,8.436290740966797,2m 44s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/building_count/geojepa_t_jan04/geojepa_t_jan04_mlpr/hydra/config.yaml
tiny,building_count,geojepa_t_jan06-T-MLP,10.569658279418945,2m 47s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/building_count/geojepa_t_jan06/geojepa_t_jan06_mlpr/hydra/config.yaml
tiny,building_count,geojepa_gti_dec30-GTI-MLP,13.172035217285156,2m 38s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/building_count/geojepa_gti_dec30/geojepa_gti_dec30_mlpr/hydra/config.yaml
tiny,building_count,geojepa_ti_jan06-TI-LIN,15.764238357543945,2m 30s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/building_count/geojepa_ti_jan06/geojepa_ti_jan06_linr/hydra/config.yaml
tiny,building_count,-TI-LIN,15.83178997039795,2m 42s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/building_count/geojepa_ti_jan06/geojepa_ti_jan06/_linr/hydra/config.yaml
tiny,building_count,geojepa_t_jan04-T-LIN,18.964820861816406,2m 51s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/building_count/geojepa_t_jan04/geojepa_t_jan04_linr/hydra/config.yaml
tiny,building_count,-T-MLP,21.040563583374023,1m 50s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/building_count/geojepa_t_jan04_avgmax/geojepa_t_jan04_avgmax/_mlpr/hydra/config.yaml
tiny,building_count,TagCountMLP,23.43699836730957,4m 11s,0.009648693745382655,6.878593871844138e-05,0.0022469710059642017,2025-01-06,remote-logs/logs/train/2025-01-06/20-19-12_lr_opt_tagcountencoder/2_tagcountencoder_building_count_cheat/hydra/config.yaml
tiny,building_count,geojepa_t_jan06-T-LIN,28.110857009887695,2m 41s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/building_count/geojepa_t_jan06/geojepa_t_jan06_linr/hydra/config.yaml
tiny,building_count,-T-LIN,29.723033905029297,2m 60s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/building_count/geojepa_t_jan04_avgmax/geojepa_t_jan04_avgmax/_linr/hydra/config.yaml
tiny,building_count,geojepa_gti_dec30-GTI-LIN,36.445457458496094,2m 51s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/building_count/geojepa_gti_dec30/geojepa_gti_dec30_linr/hydra/config.yaml
tiny,building_count,TagAE-LIN,36.94862365722656,2m 35s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/building_count/tag_ae_dec_28/tag_ae_dec_28_linr/hydra/config.yaml
tiny,building_count,ScaleMAE-MLP,37.015316009521484,2m 43s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/building_count/scalemae/scalemae_mlpr/hydra/config.yaml
tiny,building_count,(M) TagCountMLP,45.680419921875,2m 37s,0.009648693745382655,6.878593871844138e-05,0.0022469710059642017,2025-01-07,remote-logs/logs/train/2025-01-07/01-03-02_lr_opt_tagcountencoder/2_tagcountencoder_building_count/hydra/config.yaml
tiny,building_count,(M) Tagformer,51.4892578125,6m 8s,0.003335881863822928,2.9500537666804676e-05,0.0024771666465786602,2025-01-07,remote-logs/logs/train/2025-01-06/23-09-56_tagformer_lr_opt_tagformer/9_tagformer_building_count/hydra/config.yaml
tiny,building_count,(M) Tagformer-P,54.123291015625,6m 28s,0.001225547280836124,1.724342929754552e-05,8.096477791275981e-05,2025-01-07,remote-logs/logs/train/2025-01-07/00-06-23_tagformer_lr_opt_tagformer/4_tagformer_building_count/hydra/config.yaml
tiny,building_count,(M) Tagformer-S,61.16162109375,8m 43s,0.0028347264176566394,3.2951277968201005e-05,0.0026586792836830004,2025-01-06,remote-logs/logs/train/2025-01-06/21-03-45_tagformer_lr_opt_tagformer/5_tagformer_building_count/hydra/config.yaml
tiny,building_count,(M) Tagformer-SP,62.313720703125,6m 56s,0.0002804378583909821,4.5549278796124594e-05,0.0029732620150982707,2025-01-06,remote-logs/logs/train/2025-01-06/22-18-52_tagformer_lr_opt_tagformer/7_tagformer_building_count/hydra/config.yaml
tiny,building_count,ViT-B/16,64.29144287109375,2m 26s,0.00014879371572332906,3.848434155992013e-05,0.001103935870928702,2025-01-03,remote-logs/logs/train/2025-01-03/11-17-20_lr_opt_embedding_lookup/7_embedding_lookup_building_count_cheat/hydra/config.yaml
tiny,building_count,AG-197M-3600s,65.15743255615234,64m 23s,,,,2025-01-07,remote-logs/ag-logs/eval/2025-01-07/building_count/best-3600s/hydra/config.yaml
tiny,building_count,AG-97M-900s,68.5831527709961,17m 16s,,,,2025-01-07,remote-logs/ag-logs/eval/2025-01-07/building_count/high-900s/hydra/config.yaml
tiny,building_count,AG-4M-600s,77.35501098632812,10m 32s,,,,2025-01-07,remote-logs/ag-logs/eval/2025-01-07/building_count/medium-600s/hydra/config.yaml
tiny,building_count,AG-97M-600s,79.14253997802734,11m 44s,,,,2025-01-07,remote-logs/ag-logs/eval/2025-01-07/building_count/high-600s/hydra/config.yaml
tiny,building_count,AG-4M-900s,82.11198425292969,15m 33s,,,,2025-01-07,remote-logs/ag-logs/eval/2025-01-07/building_count/medium-900s/hydra/config.yaml
tiny,building_count,ViT-B/16-LIN,89.61363983154297,2m 11s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/building_count/vitb16/vitb16_linr/hydra/config.yaml
tiny,building_count,ScaleMAE-LIN,108.09496307373047,2m 34s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/building_count/scalemae/scalemae_linr/hydra/config.yaml
tiny,building_count,ViT-B/16-MLP,110.81005859375,0m 33s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/building_count/vitb16/vitb16_mlpr/hydra/config.yaml
tiny,car_bridge,Tagformer-P,0.0007171630859375,3m 49s,0.00010672254889812342,4.121030312952957e-05,0.0002492283183793397,2025-01-07,remote-logs/logs/train/2025-01-07/02-56-15_tagformer_lr_opt_tagformer/6_tagformer_car_bridge_cheat/hydra/config.yaml
tiny,car_bridge,Tagformer-S,0.00103759765625,6m 13s,0.00011147042903096767,6.497684999534613e-05,0.0010722281521696208,2025-01-07,remote-logs/logs/train/2025-01-07/01-30-58_tagformer_lr_opt_tagformer/8_tagformer_car_bridge_cheat/hydra/config.yaml
tiny,car_bridge,Tagformer,0.001190185546875,5m 14s,0.00022117261150643138,3.733966164892696e-05,6.208007546559515e-05,2025-01-07,remote-logs/logs/train/2025-01-07/02-35-36_tagformer_lr_opt_tagformer/5_tagformer_car_bridge_cheat/hydra/config.yaml
tiny,car_bridge,Tagformer-SP,0.002105712890625,4m 45s,0.003566876206495317,3.90220139678732e-06,0.0013613746661855634,2025-01-07,remote-logs/logs/train/2025-01-07/02-18-44_tagformer_lr_opt_tagformer/9_tagformer_car_bridge_cheat/hydra/config.yaml
tiny,car_bridge,TagCountMLP,0.033416748046875,1m 48s,0.009964614669997835,9.515962290251638e-05,0.0021997515008536214,2025-01-07,remote-logs/logs/train/2025-01-07/03-26-26_lr_opt_tagcountencoder/4_tagcountencoder_car_bridge_cheat/hydra/config.yaml
tiny,car_bridge,ViT-B/16-MLP,0.15625,0m 6s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/car_bridge/vitb16/vitb16_mlpc/hydra/config.yaml
tiny,car_bridge,(M) Tagformer-SP,0.1875,1m 9s,0.009616936687120931,1.8304414962137956e-06,0.0022433967130045503,2025-01-07,remote-logs/logs/train/2025-01-07/04-26-22_tagformer_lr_opt_tagformer/2_tagformer_car_bridge/hydra/config.yaml
tiny,car_bridge,(M) Tagformer-S,0.1875,2m 25s,0.009616936687120931,1.8304414962137956e-06,0.0022433967130045503,2025-01-07,remote-logs/logs/train/2025-01-07/03-45-57_tagformer_lr_opt_tagformer/2_tagformer_car_bridge/hydra/config.yaml
tiny,car_bridge,(M) Tagformer,0.1875,1m 17s,0.009616936687120931,1.8304414962137956e-06,0.0022433967130045503,2025-01-07,remote-logs/logs/train/2025-01-07/04-53-17_tagformer_lr_opt_tagformer/2_tagformer_car_bridge/hydra/config.yaml
tiny,car_bridge,(M) Tagformer-P,0.1875,1m 19s,0.00636388149843529,6.404378236361872e-05,0.0009558633372677634,2025-01-07,remote-logs/logs/train/2025-01-07/05-22-54_tagformer_lr_opt_tagformer/8_tagformer_car_bridge/hydra/config.yaml
tiny,car_bridge,(M) TagCountMLP,0.1875,1m 48s,0.00799255616523366,7.407363456309807e-05,0.0020997185010505114,2025-01-07,remote-logs/logs/train/2025-01-07/05-49-23_lr_opt_tagcountencoder/8_tagcountencoder_car_bridge/hydra/config.yaml
tiny,car_bridge,geojepa_t_jan06-T-LIN,0.1875,1m 1s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/car_bridge/geojepa_t_jan06/geojepa_t_jan06_linc/hydra/config.yaml
tiny,car_bridge,geojepa_t_jan06-T-MLP,0.21875,1m 2s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/car_bridge/geojepa_t_jan06/geojepa_t_jan06_mlpc/hydra/config.yaml
tiny,car_bridge,-T-LIN,0.28125,0m 21s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/car_bridge/geojepa_t_jan04_avgmax/geojepa_t_jan04_avgmax/_linc/hydra/config.yaml
tiny,car_bridge,geojepa_gti_dec30-GTI-LIN,0.34375,0m 55s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/car_bridge/geojepa_gti_dec30/geojepa_gti_dec30_linc/hydra/config.yaml
tiny,car_bridge,-TI-MLP,0.34375,0m 23s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/car_bridge/geojepa_ti_jan06/geojepa_ti_jan06/_mlpc/hydra/config.yaml
tiny,car_bridge,ViT-B/16,0.3606605529785156,1m 27s,0.004756949703363013,1.3600838484148418e-05,0.000593114445930384,2025-01-03,remote-logs/logs/train/2025-01-03/12-33-25_lr_opt_embedding_lookup/5_embedding_lookup_car_bridge_cheat/hydra/config.yaml
tiny,car_bridge,ScaleMAE-LIN,0.375,0m 59s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/car_bridge/scalemae/scalemae_linc/hydra/config.yaml
tiny,car_bridge,geojepa_gti_dec30-GTI-MLP,0.375,0m 22s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/car_bridge/geojepa_gti_dec30/geojepa_gti_dec30_mlpc/hydra/config.yaml
tiny,car_bridge,ViT-B/16-LIN,0.375,0m 21s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/car_bridge/vitb16/vitb16_linc/hydra/config.yaml
tiny,car_bridge,TagAE-LIN,0.40625,1m 6s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/car_bridge/tag_ae_dec_28/tag_ae_dec_28_linc/hydra/config.yaml
tiny,car_bridge,-T-MLP,0.40625,0m 7s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/car_bridge/geojepa_t_jan04_avgmax/geojepa_t_jan04_avgmax/_mlpc/hydra/config.yaml
tiny,car_bridge,geojepa_t_jan04-T-LIN,0.4375,0m 43s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/car_bridge/geojepa_t_jan04/geojepa_t_jan04_linc/hydra/config.yaml
tiny,car_bridge,geojepa_t_jan04-T-MLP,0.4375,0m 14s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/car_bridge/geojepa_t_jan04/geojepa_t_jan04_mlpc/hydra/config.yaml
tiny,car_bridge,ScaleMAE-MLP,0.4375,0m 55s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/car_bridge/scalemae/scalemae_mlpc/hydra/config.yaml
tiny,car_bridge,geojepa_ti_jan06-TI-MLP,0.4375,1m 3s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/car_bridge/geojepa_ti_jan06/geojepa_ti_jan06_mlpc/hydra/config.yaml
tiny,car_bridge,geojepa_ti_jan06-TI-LIN,0.46875,1m 2s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/car_bridge/geojepa_ti_jan06/geojepa_ti_jan06_linc/hydra/config.yaml
tiny,car_bridge,-TI-LIN,0.5,0m 43s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/car_bridge/geojepa_ti_jan06/geojepa_ti_jan06/_linc/hydra/config.yaml
tiny,car_bridge,TagAE-MLP,0.53125,1m 4s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/car_bridge/tag_ae_dec_28/tag_ae_dec_28_mlpc/hydra/config.yaml
tiny,max_speed,Tagformer-P,5.393798828125,12m 46s,0.009524071757754932,2.1302501799127377e-06,0.0012292475038193666,2025-01-07,remote-logs/logs/train/2025-01-07/12-38-58_tagformer_lr_opt_tagformer/7_tagformer_max_speed_cheat/hydra/config.yaml
tiny,max_speed,Tagformer-SP,10.828125,11m 25s,0.0009456138575075577,4.8174788237396595e-05,0.0009553227438966637,2025-01-07,remote-logs/logs/train/2025-01-07/11-33-20_tagformer_lr_opt_tagformer/5_tagformer_max_speed_cheat/hydra/config.yaml
tiny,max_speed,Tagformer-S,12.76708984375,12m 48s,0.0028371221011146428,6.49031097775222e-05,0.0024771666465786602,2025-01-07,remote-logs/logs/train/2025-01-07/09-59-49_tagformer_lr_opt_tagformer/9_tagformer_max_speed_cheat/hydra/config.yaml
tiny,max_speed,TagCountMLP,16.64697265625,4m 8s,0.00799255616523366,7.407363456309807e-05,0.0020997185010505114,2025-01-07,remote-logs/logs/train/2025-01-07/14-20-34_lr_opt_tagcountencoder/8_tagcountencoder_max_speed_cheat/hydra/config.yaml
tiny,max_speed,(M) Tagformer,28.8349609375,14m 29s,0.0032321179903596806,1.920796235603235e-05,0.0027889186623586263,2025-01-07,remote-logs/logs/train/2025-01-07/17-06-15_tagformer_lr_opt_tagformer/0_tagformer_max_speed/hydra/config.yaml
tiny,max_speed,(M) TagCountMLP,29.521484375,4m 59s,0.009303199318889763,3.847379991236073e-05,0.0005525725162196063,2025-01-07,remote-logs/logs/train/2025-01-07/17-49-31_lr_opt_tagcountencoder/0_tagcountencoder_max_speed/hydra/config.yaml
tiny,max_speed,(M) Tagformer-P,29.8974609375,14m 38s,0.0032321179903596806,1.920796235603235e-05,0.0027889186623586263,2025-01-07,remote-logs/logs/train/2025-01-07/17-29-35_tagformer_lr_opt_tagformer/0_tagformer_max_speed/hydra/config.yaml
tiny,max_speed,(M) Tagformer-S,30.462890625,11m 53s,0.0002804378583909821,6.224540612944221e-05,0.0010136614192700658,2025-01-07,remote-logs/logs/train/2025-01-07/15-04-22_tagformer_lr_opt_tagformer/7_tagformer_max_speed/hydra/config.yaml
tiny,max_speed,geojepa_t_jan06-T-MLP,33.93915939331055,2m 44s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/max_speed/geojepa_t_jan06/geojepa_t_jan06_mlpr/hydra/config.yaml
tiny,max_speed,geojepa_t_jan06-T-LIN,34.82957458496094,2m 37s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/max_speed/geojepa_t_jan06/geojepa_t_jan06_linr/hydra/config.yaml
tiny,max_speed,ScaleMAE-MLP,37.43614959716797,2m 47s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/max_speed/scalemae/scalemae_mlpr/hydra/config.yaml
tiny,max_speed,geojepa_ti_jan06-TI-MLP,38.216697692871094,2m 40s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/max_speed/geojepa_ti_jan06/geojepa_ti_jan06_mlpr/hydra/config.yaml
tiny,max_speed,ViT-B/16-MLP,38.569549560546875,0m 45s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/max_speed/vitb16/vitb16_mlpr/hydra/config.yaml
tiny,max_speed,-TI-MLP,38.573238372802734,3m 1s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/max_speed/geojepa_ti_jan06/geojepa_ti_jan06/_mlpr/hydra/config.yaml
tiny,max_speed,geojepa_ti_jan06-TI-LIN,38.81692886352539,2m 41s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/max_speed/geojepa_ti_jan06/geojepa_ti_jan06_linr/hydra/config.yaml
tiny,max_speed,ViT-B/16,39.11328125,2m 45s,0.009964614669997835,9.515962290251638e-05,0.0021997515008536214,2025-01-03,remote-logs/logs/train/2025-01-03/12-03-01_lr_opt_embedding_lookup/4_embedding_lookup_max_speed_cheat/hydra/config.yaml
tiny,max_speed,ScaleMAE-LIN,39.40175247192383,2m 21s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/max_speed/scalemae/scalemae_linr/hydra/config.yaml
tiny,max_speed,-TI-LIN,39.67665481567383,3m 4s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/max_speed/geojepa_ti_jan06/geojepa_ti_jan06/_linr/hydra/config.yaml
tiny,max_speed,geojepa_t_jan04-T-MLP,39.766021728515625,2m 5s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/max_speed/geojepa_t_jan04/geojepa_t_jan04_mlpr/hydra/config.yaml
tiny,max_speed,geojepa_gti_dec30-GTI-MLP,40.05601501464844,2m 52s,,,,2025-01-06,remote-logs/logs/pytorch/2025-01-06/max_speed/geojepa_gti_dec30/geojepa_gti_dec30_mlpr/hydra/config.yaml
