size,dataset,model,best_mae,training_time,lr,lr_min,weight_decay,date,config
small,car_bridge,TagPool-LIN,0.10963454842567444,0m 59s,,,,2025-01-13,remote-logs/logs/pytorch/2025-01-13/car_bridge/entity_tag_avg/entity_tag_avg_linc/hydra/config.yaml
small,car_bridge,geojepa_t_e1-T-MLP,0.14617939293384552,0m 12s,,,,2025-01-21,remote-logs/logs/pytorch/2025-01-21/car_bridge/geojepa_t_e1/geojepa_t_e1_mlpc/hydra/config.yaml
small,car_bridge,TagformerLMAE-MLP,0.14617939293384552,0m 51s,,,,2025-01-15,remote-logs/logs/pytorch/2025-01-15/car_bridge/tagformer_lmae/tagformer_lmae_mlpc/hydra/config.yaml
small,car_bridge,geojepa_t_e1-T-LIN,0.15614616870880127,0m 40s,,,,2025-01-21,remote-logs/logs/pytorch/2025-01-21/car_bridge/geojepa_t_e1/geojepa_t_e1_linc/hydra/config.yaml
small,car_bridge,geojepa_t_e2-T-MLP,0.17275747656822205,0m 52s,,,,2025-01-21,remote-logs/logs/pytorch/2025-01-21/car_bridge/geojepa_t_e2/geojepa_t_e2_mlpc/hydra/config.yaml
small,car_bridge,geojepa_gt_300e-GT-MLP,0.1860465109348297,0m 21s,,,,2025-01-20,remote-logs/logs/pytorch/2025-01-20/car_bridge/geojepa_gt_300e/geojepa_gt_300e_mlpc/hydra/config.yaml
small,car_bridge,geojepa_t_jan12_150e-T-MLP,0.18936876952648163,0m 51s,,,,2025-01-12,remote-logs/logs/pytorch/2025-01-12/car_bridge/geojepa_t_jan12_150e/geojepa_t_jan12_150e_mlpc/hydra/config.yaml
small,car_bridge,geojepa_gt_300e_small_b-GT-MLP,0.19601328670978546,0m 18s,,,,2025-01-21,remote-logs/logs/pytorch/2025-01-21/car_bridge/geojepa_gt_300e_small_b/geojepa_gt_300e_small_b_mlpc/hydra/config.yaml
small,car_bridge,geojepa_gt_300e-GT-LIN,0.2026578038930893,0m 37s,,,,2025-01-20,remote-logs/logs/pytorch/2025-01-20/car_bridge/geojepa_gt_300e/geojepa_gt_300e_linc/hydra/config.yaml
small,car_bridge,geojepa_gt_300e_small_b-GT-LIN,0.2059800624847412,0m 29s,,,,2025-01-21,remote-logs/logs/pytorch/2025-01-21/car_bridge/geojepa_gt_300e_small_b/geojepa_gt_300e_small_b_linc/hydra/config.yaml
small,car_bridge,geojepa_t_e3-T-MLP,0.20930232107639313,0m 16s,,,,2025-01-21,remote-logs/logs/pytorch/2025-01-21/car_bridge/geojepa_t_e3/geojepa_t_e3_mlpc/hydra/config.yaml
small,car_bridge,geojepa_t_300e_jan13-T-LIN,0.21262457966804504,0m 52s,,,,2025-01-13,remote-logs/logs/pytorch/2025-01-13/car_bridge/geojepa_t_300e_jan13/geojepa_t_300e_jan13_linc/hydra/config.yaml
small,car_bridge,geojepa_t_300e_jan13-T-MLP,0.21594683825969696,0m 53s,,,,2025-01-13,remote-logs/logs/pytorch/2025-01-13/car_bridge/geojepa_t_300e_jan13/geojepa_t_300e_jan13_mlpc/hydra/config.yaml
small,car_bridge,geojepa_t_e2-T-LIN,0.21926909685134888,0m 50s,,,,2025-01-21,remote-logs/logs/pytorch/2025-01-21/car_bridge/geojepa_t_e2/geojepa_t_e2_linc/hydra/config.yaml
small,car_bridge,ViT-B/16-MLP,0.21926909685134888,0m 59s,,,,2025-01-10,remote-logs/logs/pytorch/2025-01-10/car_bridge/vitb16/vitb16_mlpc/hydra/config.yaml
small,car_bridge,TagformerLMAE-LIN,0.21926909685134888,0m 48s,,,,2025-01-20,remote-logs/logs/pytorch/2025-01-20/car_bridge/tagformer_lmae_100e/tagformer_lmae_100e_linc/hydra/config.yaml
small,car_bridge,GPT-4o,0.22781954887218048,,,,,2025-01-08,remote-logs/eval_gpt/gpt_small/4o/car_bridge/hydra/config.yaml
small,car_bridge,ViT-B/16-LIN,0.22923587262630463,0m 59s,,,,2025-01-10,remote-logs/logs/pytorch/2025-01-10/car_bridge/vitb16/vitb16_linc/hydra/config.yaml
small,car_bridge,AG-97M-900s,0.23796576261520386,16m 28s,,,,2025-01-14,remote-logs/ag-logs/eval/2025-01-14/car_bridge/high-900s/hydra/config.yaml
small,car_bridge,geojepa_t_e3-T-LIN,0.2425249069929123,0m 50s,,,,2025-01-21,remote-logs/logs/pytorch/2025-01-21/car_bridge/geojepa_t_e3/geojepa_t_e3_linc/hydra/config.yaml
small,car_bridge,geojepa_ti_jan12_100e-TI-LIN,0.2425249069929123,0m 50s,,,,2025-01-12,remote-logs/logs/pytorch/2025-01-12/car_bridge/geojepa_ti_jan12_100e/geojepa_ti_jan12_100e_linc/hydra/config.yaml
small,car_bridge,geojepa_ti_jan12_100e-TI-MLP,0.24916942417621613,0m 52s,,,,2025-01-12,remote-logs/logs/pytorch/2025-01-12/car_bridge/geojepa_ti_jan12_100e/geojepa_ti_jan12_100e_mlpc/hydra/config.yaml
small,car_bridge,geojepa_gti_170e-GTI-MLP,0.25581395626068115,0m 53s,,,,2025-01-14,remote-logs/logs/pytorch/2025-01-14/car_bridge/geojepa_gti_170e/geojepa_gti_170e_mlpc/hydra/config.yaml
small,car_bridge,AG-97M-600s,0.2568278908729553,11m 21s,,,,2025-01-09,remote-logs/ag-logs/eval/2025-01-09/car_bridge/high-600s/hydra/config.yaml
small,car_bridge,AG-197M-3600s,0.2573762834072113,63m 4s,,,,2025-01-15,remote-logs/ag-logs/eval/2025-01-15/car_bridge/best-3600s/hydra/config.yaml
small,car_bridge,ScaleMAE-MLP,0.262458473443985,1m 6s,,,,2025-01-10,remote-logs/logs/pytorch/2025-01-10/car_bridge/scalemae/scalemae_mlpc/hydra/config.yaml
small,car_bridge,geojepa_gti_300e-GTI-LIN,0.262458473443985,0m 53s,,,,2025-01-16,remote-logs/logs/pytorch/2025-01-16/car_bridge/geojepa_gti_300e/geojepa_gti_300e_linc/hydra/config.yaml
small,car_bridge,geojepa_t_jan12_150e-T-LIN,0.262458473443985,0m 50s,,,,2025-01-12,remote-logs/logs/pytorch/2025-01-12/car_bridge/geojepa_t_jan12_150e/geojepa_t_jan12_150e_linc/hydra/config.yaml
small,car_bridge,TagAE-MLP,0.2691029906272888,0m 58s,,,,2025-01-10,remote-logs/logs/pytorch/2025-01-10/car_bridge/tag_ae_dec_28/tag_ae_dec_28_mlpc/hydra/config.yaml
small,car_bridge,ScaleMAE-LIN,0.27242523431777954,1m 4s,,,,2025-01-10,remote-logs/logs/pytorch/2025-01-10/car_bridge/scalemae/scalemae_linc/hydra/config.yaml
small,car_bridge,geojepa_gti_300e-GTI-MLP,0.2857142686843872,0m 20s,,,,2025-01-16,remote-logs/logs/pytorch/2025-01-16/car_bridge/geojepa_gti_300e/geojepa_gti_300e_mlpc/hydra/config.yaml
small,car_bridge,geojepa_ti_jan14_300e-TI-LIN,0.2857142686843872,0m 50s,,,,2025-01-14,remote-logs/logs/pytorch/2025-01-14/car_bridge/geojepa_ti_jan14_300e/geojepa_ti_jan14_300e_linc/hydra/config.yaml
small,car_bridge,geojepa_ti_jan14_300e-TI-MLP,0.2890365421772003,0m 52s,,,,2025-01-14,remote-logs/logs/pytorch/2025-01-14/car_bridge/geojepa_ti_jan14_300e/geojepa_ti_jan14_300e_mlpc/hydra/config.yaml
small,car_bridge,TagAE-LIN,0.2990033030509949,1m 9s,,,,2025-01-09,remote-logs/logs/pytorch/2025-01-09/car_bridge/tag_ae_dec_28/tag_ae_dec_28_linc/hydra/config.yaml
small,car_bridge,geojepa_gti_170e-GTI-LIN,0.2990033030509949,0m 52s,,,,2025-01-14,remote-logs/logs/pytorch/2025-01-14/car_bridge/geojepa_gti_170e/geojepa_gti_170e_linc/hydra/config.yaml
small,car_bridge,AG-4M-900s,0.3103153705596924,15m 20s,,,,2025-01-09,remote-logs/ag-logs/eval/2025-01-09/car_bridge/medium-900s/hydra/config.yaml
small,car_bridge,AG-4M-600s,0.32312822341918945,10m 21s,,,,2025-01-09,remote-logs/ag-logs/eval/2025-01-09/car_bridge/medium-600s/hydra/config.yaml
small,car_bridge,GPT-4o-mini,0.37443609022556384,,,,,2025-01-08,remote-logs/eval_gpt/gpt_small/4o-mini/car_bridge/hydra/config.yaml
small,car_bridge,(M) Tagformer-S,0.4451827108860016,6m 17s,0.0067051824202799225,7.514175711585728e-05,0.0009645500052158861,2025-01-09,remote-logs/logs/train/2025-01-09/13-55-42_tagformer_lr_opt_tagformer/2_tagformer_car_bridge/hydra/config.yaml
small,car_bridge,Tagformer-P,0.4451827108860016,17m 12s,0.003232,1.92079e-05,0.002788918,2025-01-09,remote-logs/logs/train/2025-01-09/19-57-02_tagformer_car_bridge_cheat/hydra/config.yaml
small,car_bridge,ResNet-MLP,0.4451827108860016,1m 15s,,,,2025-01-10,remote-logs/logs/pytorch/2025-01-10/car_bridge/resnet/resnet_mlpc/hydra/config.yaml
small,car_bridge,ResNet-LIN,0.4451827108860016,1m 12s,,,,2025-01-10,remote-logs/logs/pytorch/2025-01-10/car_bridge/resnet/resnet_linc/hydra/config.yaml
small,car_bridge,EfficientNet-MLP,0.4451827108860016,1m 7s,,,,2025-01-10,remote-logs/logs/pytorch/2025-01-10/car_bridge/efficientnet/efficientnet_mlpc/hydra/config.yaml
small,car_bridge,EfficientNet-LIN,0.4451827108860016,1m 5s,,,,2025-01-10,remote-logs/logs/pytorch/2025-01-10/car_bridge/efficientnet/efficientnet_linc/hydra/config.yaml
small,car_bridge,cheat_tagformer_ae-MLP,0.4451827108860016,0m 9s,,,,2025-01-15,remote-logs/logs/pytorch/2025-01-15/car_bridge/tagformer_ae/tagformer_ae_mlpc/hydra/config.yaml
small,car_bridge,cheat_tagformer_ae-LIN,0.4451827108860016,0m 9s,,,,2025-01-15,remote-logs/logs/pytorch/2025-01-15/car_bridge/tagformer_ae/tagformer_ae_linc/hydra/config.yaml
small,car_bridge,Dummy,0.9,,,,,2025-01-12,remote-logs/baselines/car_bridge/hydra/config.yaml
small,max_speed,geojepa_t_e1-T-MLP,9.534050941467285,2m 12s,,,,2025-01-21,remote-logs/logs/pytorch/2025-01-21/max_speed/geojepa_t_e1/geojepa_t_e1_mlpr/hydra/config.yaml
small,max_speed,(M) geojepa_t_e1-T-MLP,10.47655963897705,2m 20s,,,,2025-01-27,remote-logs/logs/pytorch/2025-01-27/max_speed/geojepa_t_e1_masked_max_speed/geojepa_t_e1_masked_max_speed_mlpr/hydra/config.yaml
small,max_speed,geojepa_t_jan12_150e-T-MLP,10.688858985900879,2m 12s,,,,2025-01-12,remote-logs/logs/pytorch/2025-01-12/max_speed/geojepa_t_jan12_150e/geojepa_t_jan12_150e_mlpr/hydra/config.yaml
small,max_speed,geojepa_t_300e_jan13-T-MLP,10.992897987365723,2m 54s,,,,2025-01-13,remote-logs/logs/pytorch/2025-01-13/max_speed/geojepa_t_300e_jan13/geojepa_t_300e_jan13_mlpr/hydra/config.yaml
small,max_speed,TagPool-MLP,11.110772132873535,2m 38s,,,,2025-01-13,remote-logs/logs/pytorch/2025-01-13/max_speed/entity_tag_avg/entity_tag_avg_mlpr/hydra/config.yaml
small,max_speed,(M) TagPool-MLP,12.064451217651367,2m 46s,,,,2025-01-27,remote-logs/logs/pytorch/2025-01-27/max_speed/entity_tag_avg_masked_max_speed/entity_tag_avg_masked_max_speed_mlpr/hydra/config.yaml
small,max_speed,geojepa_t_e3-T-MLP,12.237421035766602,1m 13s,,,,2025-01-21,remote-logs/logs/pytorch/2025-01-21/max_speed/geojepa_t_e3/geojepa_t_e3_mlpr/hydra/config.yaml
small,max_speed,(M) geojepa_t_300e_jan13-T-MLP,12.315866470336914,1m 33s,,,,2025-01-27,remote-logs/logs/pytorch/2025-01-27/max_speed/geojepa_t_300e_jan13_masked_max_speed/geojepa_t_300e_jan13_masked_max_speed_mlpr/hydra/config.yaml
small,max_speed,geojepa_gt_300e_small_b-GT-MLP,12.868889808654785,1m 36s,,,,2025-01-21,remote-logs/logs/pytorch/2025-01-21/max_speed/geojepa_gt_300e_small_b/geojepa_gt_300e_small_b_mlpr/hydra/config.yaml
small,max_speed,geojepa_t_e2-T-MLP,14.264914512634277,2m 14s,,,,2025-01-21,remote-logs/logs/pytorch/2025-01-21/max_speed/geojepa_t_e2/geojepa_t_e2_mlpr/hydra/config.yaml
small,max_speed,TagformerLMAE-MLP,14.381583213806152,2m 9s,,,,2025-01-15,remote-logs/logs/pytorch/2025-01-15/max_speed/tagformer_lmae/tagformer_lmae_mlpr/hydra/config.yaml
small,max_speed,AG-197M-3600s,15.94579955314423,66m 54s,,,,2025-01-09,remote-logs/ag-logs/eval/2025-01-09/max_speed/best-3600s/hydra/config.yaml
small,max_speed,geojepa_gt_300e-GT-MLP,16.07960319519043,1m 42s,,,,2025-01-20,remote-logs/logs/pytorch/2025-01-20/max_speed/geojepa_gt_300e/geojepa_gt_300e_mlpr/hydra/config.yaml
small,max_speed,TagPool-LIN,16.754053115844727,2m 47s,,,,2025-01-12,remote-logs/logs/pytorch/2025-01-12/max_speed/entity_tag_avg/entity_tag_avg_linr/hydra/config.yaml
small,max_speed,(M) TagPool-LIN,16.865375518798828,2m 44s,,,,2025-01-14,remote-logs/logs/pytorch/2025-01-14/max_speed/entity_tag_avg_masked_max_speed/entity_tag_avg_masked_max_speed_linr/hydra/config.yaml
small,max_speed,(M) geojepa_gti_170e-GTI-MLP,17.494123458862305,2m 9s,,,,2025-01-27,remote-logs/logs/pytorch/2025-01-27/max_speed/geojepa_gti_170e_masked_max_speed/geojepa_gti_170e_masked_max_speed_mlpr/hydra/config.yaml
small,max_speed,geojepa_gti_170e-GTI-MLP,18.008689880371094,2m 16s,,,,2025-01-14,remote-logs/logs/pytorch/2025-01-14/max_speed/geojepa_gti_170e/geojepa_gti_170e_mlpr/hydra/config.yaml
small,max_speed,(M) geojepa_gti_300e-GTI-MLP,18.358566284179688,2m 9s,,,,2025-01-27,remote-logs/logs/pytorch/2025-01-27/max_speed/geojepa_gti_300e_masked_max_speed/geojepa_gti_300e_masked_max_speed_mlpr/hydra/config.yaml
small,max_speed,geojepa_t_e1-T-LIN,18.55928611755371,2m 11s,,,,2025-01-21,remote-logs/logs/pytorch/2025-01-21/max_speed/geojepa_t_e1/geojepa_t_e1_linr/hydra/config.yaml
small,max_speed,geojepa_gti_300e-GTI-MLP,18.82497787475586,2m 13s,,,,2025-01-16,remote-logs/logs/pytorch/2025-01-16/max_speed/geojepa_gti_300e/geojepa_gti_300e_mlpr/hydra/config.yaml
small,max_speed,geojepa_t_e3-T-LIN,18.93016815185547,2m 9s,,,,2025-01-21,remote-logs/logs/pytorch/2025-01-21/max_speed/geojepa_t_e3/geojepa_t_e3_linr/hydra/config.yaml
small,max_speed,ViT-B/16-MLP,19.147037506103516,2m 32s,,,,2025-01-10,remote-logs/logs/pytorch/2025-01-10/max_speed/vitb16/vitb16_mlpr/hydra/config.yaml
small,max_speed,geojepa_t_jan12_150e-T-LIN,19.887500762939453,2m 7s,,,,2025-01-12,remote-logs/logs/pytorch/2025-01-12/max_speed/geojepa_t_jan12_150e/geojepa_t_jan12_150e_linr/hydra/config.yaml
small,max_speed,geojepa_ti_jan12_100e-TI-MLP,20.450103759765625,2m 14s,,,,2025-01-12,remote-logs/logs/pytorch/2025-01-12/max_speed/geojepa_ti_jan12_100e/geojepa_ti_jan12_100e_mlpr/hydra/config.yaml
small,max_speed,TagAE-MLP,20.51810646057129,3m 18s,,,,2025-01-09,remote-logs/logs/pytorch/2025-01-09/max_speed/tag_ae_dec_28/tag_ae_dec_28_mlpr/hydra/config.yaml
small,max_speed,(M) geojepa_t_e1-T-LIN,20.539329528808594,2m 16s,,,,2025-01-27,remote-logs/logs/pytorch/2025-01-27/max_speed/geojepa_t_e1_masked_max_speed/geojepa_t_e1_masked_max_speed_linr/hydra/config.yaml
small,max_speed,geojepa_ti_jan14_300e-TI-MLP,21.16060447692871,2m 13s,,,,2025-01-14,remote-logs/logs/pytorch/2025-01-14/max_speed/geojepa_ti_jan14_300e/geojepa_ti_jan14_300e_mlpr/hydra/config.yaml
small,max_speed,geojepa_gt_300e_small_b-GT-LIN,21.392932891845703,2m 13s,,,,2025-01-20,remote-logs/logs/pytorch/2025-01-20/max_speed/geojepa_gt_300e_small_b/geojepa_gt_300e_small_b_linr/hydra/config.yaml
small,max_speed,ScaleMAE-MLP,21.854520797729492,3m 11s,,,,2025-01-09,remote-logs/logs/pytorch/2025-01-09/max_speed/scalemae/scalemae_mlpr/hydra/config.yaml
small,max_speed,geojepa_t_300e_jan13-T-LIN,22.39484214782715,2m 49s,,,,2025-01-13,remote-logs/logs/pytorch/2025-01-13/max_speed/geojepa_t_300e_jan13/geojepa_t_300e_jan13_linr/hydra/config.yaml
small,max_speed,(M) geojepa_t_300e_jan13-T-LIN,22.528566360473633,2m 35s,,,,2025-01-27,remote-logs/logs/pytorch/2025-01-27/max_speed/geojepa_t_300e_jan13_masked_max_speed/geojepa_t_300e_jan13_masked_max_speed_linr/hydra/config.yaml
small,max_speed,geojepa_gt_300e-GT-LIN,22.658161163330078,2m 11s,,,,2025-01-20,remote-logs/logs/pytorch/2025-01-20/max_speed/geojepa_gt_300e/geojepa_gt_300e_linr/hydra/config.yaml
small,max_speed,geojepa_gti_300e-GTI-LIN,23.360824584960938,2m 15s,,,,2025-01-16,remote-logs/logs/pytorch/2025-01-16/max_speed/geojepa_gti_300e/geojepa_gti_300e_linr/hydra/config.yaml
small,max_speed,(M) geojepa_gti_300e-GTI-LIN,23.385000228881836,2m 5s,,,,2025-01-27,remote-logs/logs/pytorch/2025-01-27/max_speed/geojepa_gti_300e_masked_max_speed/geojepa_gti_300e_masked_max_speed_linr/hydra/config.yaml
small,max_speed,geojepa_t_e2-T-LIN,23.88398551940918,2m 9s,,,,2025-01-21,remote-logs/logs/pytorch/2025-01-21/max_speed/geojepa_t_e2/geojepa_t_e2_linr/hydra/config.yaml
small,max_speed,geojepa_gti_170e-GTI-LIN,24.935585021972656,2m 12s,,,,2025-01-14,remote-logs/logs/pytorch/2025-01-14/max_speed/geojepa_gti_170e/geojepa_gti_170e_linr/hydra/config.yaml
small,max_speed,(M) geojepa_gti_170e-GTI-LIN,24.958364486694336,2m 5s,,,,2025-01-27,remote-logs/logs/pytorch/2025-01-27/max_speed/geojepa_gti_170e_masked_max_speed/geojepa_gti_170e_masked_max_speed_linr/hydra/config.yaml
small,max_speed,TagformerLMAE-LIN,25.220760345458984,2m 6s,,,,2025-01-15,remote-logs/logs/pytorch/2025-01-15/max_speed/tagformer_lmae/tagformer_lmae_linr/hydra/config.yaml
small,max_speed,AG-4M-600s,25.921550916458347,10m 55s,,,,2025-01-09,remote-logs/ag-logs/eval/2025-01-09/max_speed/medium-600s/hydra/config.yaml
small,max_speed,AG-4M-900s,26.090638428814447,16m 2s,,,,2025-01-09,remote-logs/ag-logs/eval/2025-01-09/max_speed/medium-900s/hydra/config.yaml
small,max_speed,ViT-B/16-LIN,26.316062927246094,2m 27s,,,,2025-01-10,remote-logs/logs/pytorch/2025-01-10/max_speed/vitb16/vitb16_linr/hydra/config.yaml
small,max_speed,geojepa_ti_jan12_100e-TI-LIN,26.730987548828125,2m 9s,,,,2025-01-12,remote-logs/logs/pytorch/2025-01-12/max_speed/geojepa_ti_jan12_100e/geojepa_ti_jan12_100e_linr/hydra/config.yaml
small,max_speed,geojepa_ti_jan14_300e-TI-LIN,29.037982940673828,2m 9s,,,,2025-01-14,remote-logs/logs/pytorch/2025-01-14/max_speed/geojepa_ti_jan14_300e/geojepa_ti_jan14_300e_linr/hydra/config.yaml
small,max_speed,ScaleMAE-LIN,31.927703857421875,2m 57s,,,,2025-01-09,remote-logs/logs/pytorch/2025-01-09/max_speed/scalemae/scalemae_linr/hydra/config.yaml
small,max_speed,TagAE-LIN,35.658817291259766,2m 26s,,,,2025-01-10,remote-logs/logs/pytorch/2025-01-10/max_speed/tag_ae_dec_28/tag_ae_dec_28_linr/hydra/config.yaml
small,max_speed,cheat_tagformer_ae-MLP,37.82905197143555,0m 30s,,,,2025-01-15,remote-logs/logs/pytorch/2025-01-15/max_speed/tagformer_ae/tagformer_ae_mlpr/hydra/config.yaml
small,max_speed,ResNet-MLP,37.829833984375,3m 12s,,,,2025-01-10,remote-logs/logs/pytorch/2025-01-10/max_speed/resnet/resnet_mlpr/hydra/config.yaml
small,max_speed,EfficientNet-MLP,37.83051300048828,3m 40s,,,,2025-01-09,remote-logs/logs/pytorch/2025-01-09/max_speed/efficientnet/efficientnet_mlpr/hydra/config.yaml
small,max_speed,GPT-4o,39.33165829145729,,,,,2025-01-08,remote-logs/eval_gpt/gpt_small/4o/max_speed/hydra/config.yaml
small,max_speed,Dummy,41.69,,,,,2025-01-12,remote-logs/baselines/max_speed/hydra/config.yaml
small,max_speed,EfficientNet-LIN,63.93075180053711,2m 47s,,,,2025-01-10,remote-logs/logs/pytorch/2025-01-10/max_speed/efficientnet/efficientnet_linr/hydra/config.yaml
small,max_speed,ResNet-LIN,63.93449401855469,3m 40s,,,,2025-01-09,remote-logs/logs/pytorch/2025-01-09/max_speed/resnet/resnet_linr/hydra/config.yaml
small,max_speed,cheat_tagformer_ae-LIN,63.94259262084961,2m 6s,,,,2025-01-15,remote-logs/logs/pytorch/2025-01-15/max_speed/tagformer_ae/tagformer_ae_linr/hydra/config.yaml
small,max_speed,GPT-4o-mini,70.97243107769424,,,,,2025-01-08,remote-logs/eval_gpt/gpt_small/4o-mini/max_speed/hydra/config.yaml
small,traffic_signals,TagPool-MLP,1.3919811248779297,0m 60s,,,,2025-01-14,remote-logs/logs/pytorch/2025-01-14/traffic_signals/entity_tag_avg/entity_tag_avg_mlpr/hydra/config.yaml
small,traffic_signals,geojepa_t_e1-T-MLP,2.087768793106079,0m 28s,,,,2025-01-21,remote-logs/logs/pytorch/2025-01-21/traffic_signals/geojepa_t_e1/geojepa_t_e1_mlpr/hydra/config.yaml
small,traffic_signals,TagformerLMAE-MLP,2.1072771549224854,0m 48s,,,,2025-01-15,remote-logs/logs/pytorch/2025-01-15/traffic_signals/tagformer_lmae/tagformer_lmae_mlpr/hydra/config.yaml
small,traffic_signals,geojepa_t_e3-T-MLP,2.2454025745391846,0m 32s,,,,2025-01-21,remote-logs/logs/pytorch/2025-01-21/traffic_signals/geojepa_t_e3/geojepa_t_e3_mlpr/hydra/config.yaml
small,traffic_signals,geojepa_gt_300e_small_b-GT-MLP,2.2658305168151855,0m 28s,,,,2025-01-20,remote-logs/logs/pytorch/2025-01-20/traffic_signals/geojepa_gt_300e_small_b/geojepa_gt_300e_small_b_mlpr/hydra/config.yaml
small,traffic_signals,geojepa_t_e2-T-MLP,2.26947021484375,0m 50s,,,,2025-01-21,remote-logs/logs/pytorch/2025-01-21/traffic_signals/geojepa_t_e2/geojepa_t_e2_mlpr/hydra/config.yaml
small,traffic_signals,TagPool-LIN,2.2720723152160645,1m 4s,,,,2025-01-12,remote-logs/logs/pytorch/2025-01-12/traffic_signals/entity_tag_avg/entity_tag_avg_linr/hydra/config.yaml
small,traffic_signals,geojepa_t_jan12_150e-T-MLP,2.3203165531158447,0m 49s,,,,2025-01-12,remote-logs/logs/pytorch/2025-01-12/traffic_signals/geojepa_t_jan12_150e/geojepa_t_jan12_150e_mlpr/hydra/config.yaml
small,traffic_signals,geojepa_t_300e_jan13-T-MLP,2.435486078262329,1m 1s,,,,2025-01-13,remote-logs/logs/pytorch/2025-01-13/traffic_signals/geojepa_t_300e_jan13/geojepa_t_300e_jan13_mlpr/hydra/config.yaml
small,traffic_signals,geojepa_gt_300e-GT-MLP,2.49206805229187,0m 30s,,,,2025-01-21,remote-logs/logs/pytorch/2025-01-21/traffic_signals/geojepa_gt_300e/geojepa_gt_300e_mlpr/hydra/config.yaml
small,traffic_signals,geojepa_gti_170e-GTI-MLP,2.581645965576172,0m 51s,,,,2025-01-14,remote-logs/logs/pytorch/2025-01-14/traffic_signals/geojepa_gti_170e/geojepa_gti_170e_mlpr/hydra/config.yaml
small,traffic_signals,geojepa_ti_jan12_100e-TI-MLP,2.583418846130371,0m 50s,,,,2025-01-12,remote-logs/logs/pytorch/2025-01-12/traffic_signals/geojepa_ti_jan12_100e/geojepa_ti_jan12_100e_mlpr/hydra/config.yaml
small,traffic_signals,geojepa_gti_300e-GTI-MLP,2.625811815261841,0m 21s,,,,2025-01-16,remote-logs/logs/pytorch/2025-01-16/traffic_signals/geojepa_gti_300e/geojepa_gti_300e_mlpr/hydra/config.yaml
small,traffic_signals,(M) geojepa_t_e1-T-MLP,2.627028226852417,0m 24s,,,,2025-01-27,remote-logs/logs/pytorch/2025-01-27/traffic_signals/geojepa_t_e1_masked_traffic_signals/geojepa_t_e1_masked_traffic_signals_mlpr/hydra/config.yaml
small,traffic_signals,(M) TagPool-MLP,2.6400511264801025,1m 3s,,,,2025-01-14,remote-logs/logs/pytorch/2025-01-14/traffic_signals/entity_tag_avg_masked_traffic_signals/entity_tag_avg_masked_traffic_signals_mlpr/hydra/config.yaml
small,traffic_signals,geojepa_ti_jan14_300e-TI-MLP,2.6508307456970215,0m 50s,,,,2025-01-14,remote-logs/logs/pytorch/2025-01-14/traffic_signals/geojepa_ti_jan14_300e/geojepa_ti_jan14_300e_mlpr/hydra/config.yaml
small,traffic_signals,TagAE-MLP,2.7375807762145996,1m 10s,,,,2025-01-09,remote-logs/logs/pytorch/2025-01-09/traffic_signals/tag_ae_dec_28/tag_ae_dec_28_mlpr/hydra/config.yaml
small,traffic_signals,geojepa_t_e1-T-LIN,2.7680232524871826,0m 49s,,,,2025-01-21,remote-logs/logs/pytorch/2025-01-21/traffic_signals/geojepa_t_e1/geojepa_t_e1_linr/hydra/config.yaml
small,traffic_signals,AG-197M-3600s,2.793633460998535,63m 24s,,,,2025-01-09,remote-logs/ag-logs/eval/2025-01-09/traffic_signals/best-3600s/hydra/config.yaml
small,traffic_signals,TagAE-LIN,2.8063924312591553,1m 8s,,,,2025-01-09,remote-logs/logs/pytorch/2025-01-09/traffic_signals/tag_ae_dec_28/tag_ae_dec_28_linr/hydra/config.yaml
small,traffic_signals,geojepa_ti_jan12_100e-TI-LIN,2.837676525115967,0m 48s,,,,2025-01-12,remote-logs/logs/pytorch/2025-01-12/traffic_signals/geojepa_ti_jan12_100e/geojepa_ti_jan12_100e_linr/hydra/config.yaml
small,traffic_signals,geojepa_ti_jan14_300e-TI-LIN,2.846996307373047,0m 48s,,,,2025-01-14,remote-logs/logs/pytorch/2025-01-14/traffic_signals/geojepa_ti_jan14_300e/geojepa_ti_jan14_300e_linr/hydra/config.yaml
small,traffic_signals,geojepa_gti_300e-GTI-LIN,2.8644044399261475,0m 33s,,,,2025-01-16,remote-logs/logs/pytorch/2025-01-16/traffic_signals/geojepa_gti_300e/geojepa_gti_300e_linr/hydra/config.yaml
small,traffic_signals,geojepa_gti_170e-GTI-LIN,2.868258476257324,0m 49s,,,,2025-01-14,remote-logs/logs/pytorch/2025-01-14/traffic_signals/geojepa_gti_170e/geojepa_gti_170e_linr/hydra/config.yaml
small,traffic_signals,geojepa_gt_300e_small_b-GT-LIN,2.880450487136841,0m 45s,,,,2025-01-21,remote-logs/logs/pytorch/2025-01-21/traffic_signals/geojepa_gt_300e_small_b/geojepa_gt_300e_small_b_linr/hydra/config.yaml
small,traffic_signals,geojepa_t_e3-T-LIN,2.9035511016845703,0m 36s,,,,2025-01-21,remote-logs/logs/pytorch/2025-01-21/traffic_signals/geojepa_t_e3/geojepa_t_e3_linr/hydra/config.yaml
small,traffic_signals,geojepa_t_300e_jan13-T-LIN,2.9164037704467773,0m 49s,,,,2025-01-13,remote-logs/logs/pytorch/2025-01-13/traffic_signals/geojepa_t_300e_jan13/geojepa_t_300e_jan13_linr/hydra/config.yaml
